Source,Target,Type,Id,Label,Weight
146,179,Directed,12904,,0.0244
147,179,Directed,12905,,0.0229
112,179,Directed,12906,,0.0454
179,182,Directed,12907,,0.0678
67,179,Directed,12908,,0.1005
179,299,Directed,12909,,0.1019
152,179,Directed,12910,,0.0225
179,293,Directed,12911,,0.126
162,179,Directed,12912,,0.0134
179,301,Directed,12913,,0.1077
179,221,Directed,12914,,0.0299
179,310,Directed,12915,,0.1232
179,232,Directed,12916,,0.0753
123,179,Directed,12917,,0.0613
172,179,Directed,12918,,0.0901
179,292,Directed,12919,,0.1082
167,179,Directed,12920,,0.0478
179,306,Directed,12921,,0.1173
94,179,Directed,12922,,0.0677
179,307,Directed,12923,,0.1201
92,179,Directed,12924,,0.0409
91,179,Directed,12925,,0.0408
125,179,Directed,12926,,0.0396
179,189,Directed,12927,,0.0448
179,218,Directed,12928,,0.0302
144,182,Directed,12929,,0.1118
144,253,Directed,12930,,0.0742
144,183,Directed,12931,,0.0529
144,216,Directed,12932,,0.0929
144,274,Directed,12933,,0.083
86,144,Directed,12934,,0.0286
104,144,Directed,12935,,0.0206
201,263,Directed,12936,,0.0536
182,263,Directed,12937,,0.1482
47,263,Directed,12938,,0.1429
144,263,Directed,12939,,0.0813
203,263,Directed,12940,,0.0504
253,263,Directed,12941,,0.0097
183,263,Directed,12942,,0.0613
250,263,Directed,12943,,0.0109
118,174,Directed,12944,,0.0632
174,261,Directed,12945,,0.1198
174,248,Directed,12946,,0.2183
174,201,Directed,12947,,0.2332
150,174,Directed,12948,,0.0203
166,174,Directed,12949,,0.1438
174,311,Directed,12950,,0.1291
146,174,Directed,12951,,0.0209
147,174,Directed,12952,,0.0193
174,258,Directed,12953,,0.1882
112,174,Directed,12954,,0.0448
174,182,Directed,12955,,0.0698
67,174,Directed,12956,,0.1004
174,219,Directed,12957,,0.1982
174,299,Directed,12958,,0.1053
152,174,Directed,12959,,0.0221
174,293,Directed,12960,,0.1294
162,174,Directed,12961,,0.0099
174,230,Directed,12962,,0.0436
174,301,Directed,12963,,0.1111
174,221,Directed,12964,,0.0333
174,176,Directed,12965,,0.0407
174,310,Directed,12966,,0.1264
131,174,Directed,12967,,0.034
174,321,Directed,12968,,0.2054
172,174,Directed,12969,,0.0919
174,292,Directed,12970,,0.1117
167,174,Directed,12971,,0.0493
174,306,Directed,12972,,0.1206
161,174,Directed,12973,,0.039
159,174,Directed,12974,,0.0327
174,307,Directed,12975,,0.1234
174,284,Directed,12976,,0.0867
174,212,Directed,12977,,0.0219
92,174,Directed,12978,,0.0377
91,174,Directed,12979,,0.038
125,174,Directed,12980,,0.0362
174,305,Directed,12981,,0.1164
174,202,Directed,12982,,0.0162
174,218,Directed,12983,,0.0338
143,174,Directed,12984,,0.0239
174,273,Directed,12985,,0.0712
174,204,Directed,12986,,0.0243
89,174,Directed,12987,,0.0386
118,177,Directed,12988,,0.0606
177,248,Directed,12989,,0.2139
177,201,Directed,12990,,0.229
150,177,Directed,12991,,0.0247
177,311,Directed,12992,,0.1264
146,177,Directed,12993,,0.0253
177,258,Directed,12994,,0.1837
177,182,Directed,12995,,0.0657
67,177,Directed,12996,,0.0983
177,299,Directed,12997,,0.1023
152,177,Directed,12998,,0.0204
177,293,Directed,12999,,0.125
162,177,Directed,13000,,0.0144
47,177,Directed,13001,,0.2424
177,179,Directed,13002,,0.0022
144,177,Directed,13003,,0.1767
177,263,Directed,13004,,0.2108
177,301,Directed,13005,,0.1079
174,177,Directed,13006,,0.0046
177,321,Directed,13007,,0.2044
177,292,Directed,13008,,0.1075
177,212,Directed,13009,,0.0206
91,177,Directed,13010,,0.0399
125,177,Directed,13011,,0.0406
177,202,Directed,13012,,0.0137
157,177,Directed,13013,,0.0125
80,177,Directed,13014,,0.0579
177,273,Directed,13015,,0.0678
96,177,Directed,13016,,0.0489
177,204,Directed,13017,,0.02
141,177,Directed,13018,,0.0183
182,221,Directed,13019,,0.065
221,301,Directed,13020,,0.0779
221,321,Directed,13021,,0.1789
221,307,Directed,13022,,0.0905
92,221,Directed,13023,,0.0704
91,221,Directed,13024,,0.0694
221,305,Directed,13025,,0.0832
202,221,Directed,13026,,0.0173
221,322,Directed,13027,,0.1818
221,273,Directed,13028,,0.0379
129,221,Directed,13029,,0.0589
118,176,Directed,13030,,0.0325
176,261,Directed,13031,,0.0862
176,248,Directed,13032,,0.1786
176,201,Directed,13033,,0.1925
150,176,Directed,13034,,0.0574
166,176,Directed,13035,,0.1032
176,311,Directed,13036,,0.1285
146,176,Directed,13037,,0.0574
147,176,Directed,13038,,0.0558
176,258,Directed,13039,,0.1493
112,176,Directed,13040,,0.031
176,182,Directed,13041,,0.0291
67,176,Directed,13042,,0.0708
176,219,Directed,13043,,0.1579
176,299,Directed,13044,,0.1028
152,176,Directed,13045,,0.0265
162,176,Directed,13046,,0.0486
47,176,Directed,13047,,0.2078
176,179,Directed,13048,,0.0388
144,176,Directed,13049,,0.1401
176,263,Directed,13050,,0.1762
176,301,Directed,13051,,0.1064
176,221,Directed,13052,,0.0426
176,310,Directed,13053,,0.1261
176,232,Directed,13054,,0.0468
176,296,Directed,13055,,0.1048
172,176,Directed,13056,,0.0513
176,292,Directed,13057,,0.0911
65,176,Directed,13058,,0.2031
167,176,Directed,13059,,0.0105
176,306,Directed,13060,,0.1204
94,176,Directed,13061,,0.0408
176,307,Directed,13062,,0.1204
176,284,Directed,13063,,0.0831
176,212,Directed,13064,,0.0478
92,176,Directed,13065,,0.0584
91,176,Directed,13066,,0.0527
176,189,Directed,13067,,0.01
176,305,Directed,13068,,0.1118
176,239,Directed,13069,,0.0564
176,202,Directed,13070,,0.0402
176,218,Directed,13071,,0.0371
99,176,Directed,13072,,0.037
176,222,Directed,13073,,0.0311
80,176,Directed,13074,,0.0853
176,271,Directed,13075,,0.0701
176,192,Directed,13076,,0.0096
126,176,Directed,13077,,0.0268
137,176,Directed,13078,,0.0187
118,310,Directed,13079,,0.157
150,310,Directed,13080,,0.1429
310,311,Directed,13081,,0.0027
146,310,Directed,13082,,0.1441
182,310,Directed,13083,,0.1319
67,310,Directed,13084,,0.1917
299,310,Directed,13085,,0.0234
152,310,Directed,13086,,0.1378
293,310,Directed,13087,,0.086
162,310,Directed,13088,,0.1342
301,310,Directed,13089,,0.0219
177,310,Directed,13090,,0.1238
221,310,Directed,13091,,0.094
232,310,Directed,13092,,0.0994
123,310,Directed,13093,,0.1551
292,310,Directed,13094,,0.0637
167,310,Directed,13095,,0.1341
306,310,Directed,13096,,0.0059
94,310,Directed,13097,,0.1661
307,310,Directed,13098,,0.0094
143,310,Directed,13099,,0.1452
302,310,Directed,13100,,0.0218
118,232,Directed,13101,,0.067
201,232,Directed,13102,,0.1667
232,311,Directed,13103,,0.1013
232,258,Directed,13104,,0.1133
182,232,Directed,13105,,0.0355
67,232,Directed,13106,,0.0954
152,232,Directed,13107,,0.0719
162,232,Directed,13108,,0.0881
47,232,Directed,13109,,0.2028
232,301,Directed,13110,,0.0775
232,292,Directed,13111,,0.0483
232,297,Directed,13112,,0.0681
94,232,Directed,13113,,0.0762
232,307,Directed,13114,,0.0915
225,232,Directed,13115,,0.0389
216,232,Directed,13116,,0.032
189,232,Directed,13117,,0.0369
133,232,Directed,13118,,0.0669
222,232,Directed,13119,,0.0314
232,285,Directed,13120,,0.047
118,131,Directed,13121,,0.0313
131,261,Directed,13122,,0.1123
131,248,Directed,13123,,0.1993
131,201,Directed,13124,,0.2095
131,150,Directed,13125,,0.0418
131,166,Directed,13126,,0.1183
131,311,Directed,13127,,0.1494
131,146,Directed,13128,,0.0412
131,147,Directed,13129,,0.0398
131,258,Directed,13130,,0.1715
112,131,Directed,13131,,0.0108
131,182,Directed,13132,,0.0502
67,131,Directed,13133,,0.0667
131,219,Directed,13134,,0.1771
131,299,Directed,13135,,0.124
131,152,Directed,13136,,0.0121
131,293,Directed,13137,,0.129
131,162,Directed,13138,,0.0368
47,131,Directed,13139,,0.2139
131,230,Directed,13140,,0.0594
131,179,Directed,13141,,0.0346
131,301,Directed,13142,,0.1284
131,177,Directed,13143,,0.0325
131,221,Directed,13144,,0.0552
131,176,Directed,13145,,0.0267
131,310,Directed,13146,,0.1469
123,131,Directed,13147,,0.0302
131,172,Directed,13148,,0.0685
131,292,Directed,13149,,0.1172
131,167,Directed,13150,,0.0278
131,306,Directed,13151,,0.141
94,131,Directed,13152,,0.0341
131,307,Directed,13153,,0.1421
125,131,Directed,13154,,0.0532
131,189,Directed,13155,,0.0367
131,305,Directed,13156,,0.1339
131,153,Directed,13157,,0.1295
182,321,Directed,13158,,0.2303
301,321,Directed,13159,,0.124
321,322,Directed,13160,,0.0054
321,325,Directed,13161,,0.0094
118,296,Directed,13162,,0.1237
150,296,Directed,13163,,0.1517
296,311,Directed,13164,,0.0848
258,296,Directed,13165,,0.0926
182,296,Directed,13166,,0.0905
67,296,Directed,13167,,0.146
232,296,Directed,13168,,0.0582
123,296,Directed,13169,,0.1222
292,296,Directed,13170,,0.0258
296,297,Directed,13171,,0.0162
225,296,Directed,13172,,0.0562
216,296,Directed,13173,,0.0627
275,296,Directed,13174,,0.0415
296,308,Directed,13175,,0.0349
123,182,Directed,13176,,0.0319
67,123,Directed,13177,,0.0406
123,152,Directed,13178,,0.0403
47,123,Directed,13179,,0.1841
123,301,Directed,13180,,0.1347
123,307,Directed,13181,,0.1489
123,273,Directed,13182,,0.0981
123,163,Directed,13183,,0.021
123,302,Directed,13184,,0.1351
118,217,Directed,13185,,0.0562
217,261,Directed,13186,,0.0611
217,248,Directed,13187,,0.1628
201,217,Directed,13188,,0.1823
166,217,Directed,13189,,0.0991
217,311,Directed,13190,,0.1039
146,217,Directed,13191,,0.079
109,217,Directed,13192,,0.0997
147,217,Directed,13193,,0.0773
217,258,Directed,13194,,0.1315
112,217,Directed,13195,,0.0606
182,217,Directed,13196,,0.0313
67,217,Directed,13197,,0.09
217,219,Directed,13198,,0.145
217,299,Directed,13199,,0.0784
152,217,Directed,13200,,0.0531
217,293,Directed,13201,,0.0734
162,217,Directed,13202,,0.0684
217,230,Directed,13203,,0.0305
179,217,Directed,13204,,0.0556
217,263,Directed,13205,,0.1586
217,301,Directed,13206,,0.0807
174,217,Directed,13207,,0.0587
217,221,Directed,13208,,0.0403
176,217,Directed,13209,,0.0297
217,310,Directed,13210,,0.1017
217,232,Directed,13211,,0.0197
131,217,Directed,13212,,0.0562
217,321,Directed,13213,,0.1991
217,296,Directed,13214,,0.0758
123,217,Directed,13215,,0.0544
172,217,Directed,13216,,0.0509
217,292,Directed,13217,,0.0614
167,217,Directed,13218,,0.0344
217,306,Directed,13219,,0.0963
217,297,Directed,13220,,0.087
94,217,Directed,13221,,0.0655
159,217,Directed,13222,,0.0417
217,307,Directed,13223,,0.095
217,284,Directed,13224,,0.0595
212,217,Directed,13225,,0.0539
189,217,Directed,13226,,0.0202
217,239,Directed,13227,,0.0312
202,217,Directed,13228,,0.0495
217,218,Directed,13229,,0.0344
217,222,Directed,13230,,0.014
217,240,Directed,13231,,0.0142
217,283,Directed,13232,,0.058
217,286,Directed,13233,,0.0541
217,271,Directed,13234,,0.0404
192,217,Directed,13235,,0.0211
126,217,Directed,13236,,0.0533
217,281,Directed,13237,,0.0525
118,172,Directed,13238,,0.0431
172,201,Directed,13239,,0.1417
172,258,Directed,13240,,0.1044
172,182,Directed,13241,,0.0228
67,172,Directed,13242,,0.054
172,299,Directed,13243,,0.1243
152,172,Directed,13244,,0.0747
162,172,Directed,13245,,0.0994
47,172,Directed,13246,,0.1606
144,172,Directed,13247,,0.089
172,263,Directed,13248,,0.1305
172,232,Directed,13249,,0.0472
123,172,Directed,13250,,0.0427
94,172,Directed,13251,,0.0492
172,225,Directed,13252,,0.0401
172,216,Directed,13253,,0.0302
133,172,Directed,13254,,0.0201
142,172,Directed,13255,,0.1083
118,292,Directed,13256,,0.1151
201,292,Directed,13257,,0.179
182,292,Directed,13258,,0.0837
152,292,Directed,13259,,0.1126
162,292,Directed,13260,,0.1215
144,292,Directed,13261,,0.1512
292,301,Directed,13262,,0.0439
292,297,Directed,13263,,0.042
182,203,Directed,13264,,0.1613
144,203,Directed,13265,,0.0603
203,253,Directed,13266,,0.0408
183,203,Directed,13267,,0.0129
203,251,Directed,13268,,0.039
65,201,Directed,13269,,0.0761
65,258,Directed,13270,,0.128
47,65,Directed,13271,,0.0178
65,144,Directed,13272,,0.0709
65,263,Directed,13273,,0.1259
65,203,Directed,13274,,0.0787
65,253,Directed,13275,,0.1163
65,183,Directed,13276,,0.066
65,169,Directed,13277,,0.06
59,65,Directed,13278,,0.0189
56,65,Directed,13279,,0.0141
65,74,Directed,13280,,0.0147
54,65,Directed,13281,,0.0301
65,66,Directed,13282,,0.0068
262,293,Directed,13283,,0.0285
262,296,Directed,13284,,0.0316
262,292,Directed,13285,,0.0433
262,297,Directed,13286,,0.0327
262,276,Directed,13287,,0.0495
225,262,Directed,13288,,0.0246
216,262,Directed,13289,,0.0324
239,262,Directed,13290,,0.0297
254,262,Directed,13291,,0.0265
262,275,Directed,13292,,0.0286
118,167,Directed,13293,,0.0231
167,248,Directed,13294,,0.1726
167,201,Directed,13295,,0.1848
150,167,Directed,13296,,0.0643
167,311,Directed,13297,,0.1365
146,167,Directed,13298,,0.0641
167,258,Directed,13299,,0.1441
167,182,Directed,13300,,0.0227
67,167,Directed,13301,,0.0607
167,219,Directed,13302,,0.151
167,299,Directed,13303,,0.1108
152,167,Directed,13304,,0.0318
162,167,Directed,13305,,0.0563
167,301,Directed,13306,,0.1138
167,232,Directed,13307,,0.0484
123,167,Directed,13308,,0.0211
167,172,Directed,13309,,0.0431
167,292,Directed,13310,,0.0951
167,307,Directed,13311,,0.128
167,189,Directed,13312,,0.015
167,302,Directed,13313,,0.1143
182,306,Directed,13314,,0.1266
152,306,Directed,13315,,0.1319
162,306,Directed,13316,,0.1284
301,306,Directed,13317,,0.0175
221,306,Directed,13318,,0.088
306,307,Directed,13319,,0.0086
118,197,Directed,13320,,0.1795
197,258,Directed,13321,,0.0662
47,197,Directed,13322,,0.0929
144,197,Directed,13323,,0.0599
197,263,Directed,13324,,0.0541
65,197,Directed,13325,,0.0752
197,246,Directed,13326,,0.0422
197,253,Directed,13327,,0.0445
183,197,Directed,13328,,0.0099
169,197,Directed,13329,,0.0211
197,250,Directed,13330,,0.0472
182,297,Directed,13331,,0.0973
144,297,Directed,13332,,0.1276
118,246,Directed,13333,,0.1691
201,246,Directed,13334,,0.0419
246,258,Directed,13335,,0.029
182,246,Directed,13336,,0.1458
47,246,Directed,13337,,0.1301
144,246,Directed,13338,,0.0704
246,263,Directed,13339,,0.0128
203,246,Directed,13340,,0.0386
65,246,Directed,13341,,0.1131
246,253,Directed,13342,,0.0039
183,246,Directed,13343,,0.0489
169,246,Directed,13344,,0.0532
246,250,Directed,13345,,0.0059
118,233,Directed,13346,,0.1161
233,261,Directed,13347,,0.0529
233,255,Directed,13348,,0.1138
233,248,Directed,13349,,0.0609
201,233,Directed,13350,,0.0839
166,233,Directed,13351,,0.0461
233,258,Directed,13352,,0.0315
182,233,Directed,13353,,0.0901
67,233,Directed,13354,,0.1163
219,233,Directed,13355,,0.0446
152,233,Directed,13356,,0.1441
233,293,Directed,13357,,0.075
144,233,Directed,13358,,0.0613
233,263,Directed,13359,,0.0581
176,233,Directed,13360,,0.1182
233,296,Directed,13361,,0.0773
233,262,Directed,13362,,0.0539
233,276,Directed,13363,,0.0309
233,274,Directed,13364,,0.0355
233,254,Directed,13365,,0.0277
233,275,Directed,13366,,0.0372
229,233,Directed,13367,,0.0251
142,233,Directed,13368,,0.0724
118,119,Directed,13369,,0.0775
119,261,Directed,13370,,0.1511
119,150,Directed,13371,,0.0136
119,311,Directed,13372,,0.159
109,119,Directed,13373,,0.0095
119,147,Directed,13374,,0.0141
112,119,Directed,13375,,0.0544
119,182,Directed,13376,,0.095
67,119,Directed,13377,,0.1082
119,299,Directed,13378,,0.1363
119,152,Directed,13379,,0.0408
119,162,Directed,13380,,0.0236
119,230,Directed,13381,,0.0768
119,179,Directed,13382,,0.0368
119,301,Directed,13383,,0.1425
119,174,Directed,13384,,0.0333
119,177,Directed,13385,,0.0375
119,221,Directed,13386,,0.0657
119,176,Directed,13387,,0.067
119,310,Directed,13388,,0.1563
119,131,Directed,13389,,0.047
119,321,Directed,13390,,0.2271
119,217,Directed,13391,,0.0904
119,306,Directed,13392,,0.1505
95,119,Directed,13393,,0.0323
92,119,Directed,13394,,0.0207
91,119,Directed,13395,,0.0278
182,253,Directed,13396,,0.1483
245,253,Directed,13397,,0.0056
201,316,Directed,13398,,0.2359
47,316,Directed,13399,,0.3074
314,316,Directed,13400,,0.0042
94,118,Directed,13401,,0.0093
94,201,Directed,13402,,0.1827
94,258,Directed,13403,,0.1528
94,182,Directed,13404,,0.042
67,94,Directed,13405,,0.0327
94,152,Directed,13406,,0.0456
94,162,Directed,13407,,0.0709
47,94,Directed,13408,,0.1804
94,263,Directed,13409,,0.1782
94,301,Directed,13410,,0.1457
90,94,Directed,13411,,0.0075
77,94,Directed,13412,,0.0104
118,288,Directed,13413,,0.1222
261,288,Directed,13414,,0.025
166,288,Directed,13415,,0.0977
258,288,Directed,13416,,0.0788
152,288,Directed,13417,,0.1319
288,293,Directed,13418,,0.0124
162,288,Directed,13419,,0.1465
230,288,Directed,13420,,0.0974
232,288,Directed,13421,,0.06
288,296,Directed,13422,,0.0138
203,288,Directed,13423,,0.1407
262,288,Directed,13424,,0.0248
288,297,Directed,13425,,0.0083
276,288,Directed,13426,,0.0465
254,288,Directed,13427,,0.0384
275,288,Directed,13428,,0.0278
288,308,Directed,13429,,0.0389
118,161,Directed,13430,,0.0273
161,261,Directed,13431,,0.0936
161,248,Directed,13432,,0.1832
146,161,Directed,13433,,0.0533
147,161,Directed,13434,,0.0517
112,161,Directed,13435,,0.0225
161,182,Directed,13436,,0.0332
67,161,Directed,13437,,0.0661
161,299,Directed,13438,,0.1106
152,161,Directed,13439,,0.0211
161,162,Directed,13440,,0.0457
161,179,Directed,13441,,0.0378
161,301,Directed,13442,,0.1143
161,167,Directed,13443,,0.0108
161,189,Directed,13444,,0.0183
99,161,Directed,13445,,0.0293
126,161,Directed,13446,,0.0203
137,161,Directed,13447,,0.0114
100,161,Directed,13448,,0.0276
161,191,Directed,13449,,0.0245
93,161,Directed,13450,,0.0294
183,253,Directed,13451,,0.0516
118,159,Directed,13452,,0.0317
159,261,Directed,13453,,0.099
159,248,Directed,13454,,0.1898
150,159,Directed,13455,,0.0468
159,166,Directed,13456,,0.112
146,159,Directed,13457,,0.0466
147,159,Directed,13458,,0.045
159,258,Directed,13459,,0.161
112,159,Directed,13460,,0.0213
159,182,Directed,13461,,0.0398
67,159,Directed,13462,,0.0703
159,219,Directed,13463,,0.1685
159,299,Directed,13464,,0.1108
152,159,Directed,13465,,0.0144
159,293,Directed,13466,,0.1148
159,162,Directed,13467,,0.039
159,179,Directed,13468,,0.0317
159,301,Directed,13469,,0.1149
159,176,Directed,13470,,0.0128
123,159,Directed,13471,,0.03
159,167,Directed,13472,,0.0175
94,159,Directed,13473,,0.038
159,161,Directed,13474,,0.0068
307,311,Directed,13475,,0.0103
182,307,Directed,13476,,0.1246
301,307,Directed,13477,,0.0142
305,307,Directed,13478,,0.0092
95,118,Directed,13479,,0.0476
95,150,Directed,13480,,0.0335
95,146,Directed,13481,,0.0323
95,147,Directed,13482,,0.0317
95,112,Directed,13483,,0.0245
67,95,Directed,13484,,0.076
95,299,Directed,13485,,0.1392
95,152,Directed,13486,,0.0246
95,162,Directed,13487,,0.0343
95,230,Directed,13488,,0.0747
95,179,Directed,13489,,0.0399
95,174,Directed,13490,,0.0375
95,177,Directed,13491,,0.0387
95,221,Directed,13492,,0.0675
95,176,Directed,13493,,0.0479
95,131,Directed,13494,,0.0216
92,95,Directed,13495,,0.0135
91,95,Directed,13496,,0.0057
245,261,Directed,13497,,0.1093
201,245,Directed,13498,,0.0385
166,245,Directed,13499,,0.0869
245,258,Directed,13500,,0.0331
219,245,Directed,13501,,0.0243
47,245,Directed,13502,,0.1281
144,245,Directed,13503,,0.0708
245,263,Directed,13504,,0.0152
203,245,Directed,13505,,0.0353
65,245,Directed,13506,,0.1109
197,245,Directed,13507,,0.0389
245,246,Directed,13508,,0.0041
183,245,Directed,13509,,0.0461
213,245,Directed,13510,,0.0255
242,245,Directed,13511,,0.0078
118,276,Directed,13512,,0.1353
248,276,Directed,13513,,0.0645
201,276,Directed,13514,,0.0986
258,276,Directed,13515,,0.0327
219,276,Directed,13516,,0.0606
276,293,Directed,13517,,0.0588
263,276,Directed,13518,,0.0557
276,296,Directed,13519,,0.0601
276,297,Directed,13520,,0.0458
254,276,Directed,13521,,0.0292
275,276,Directed,13522,,0.0213
8,118,Directed,13523,,0.3655
8,248,Directed,13524,,0.3059
8,201,Directed,13525,,0.2654
8,112,Directed,13526,,0.3847
8,313,Directed,13527,,0.3829
8,67,Directed,13528,,0.3284
8,47,Directed,13529,,0.1926
8,144,Directed,13530,,0.2746
8,65,Directed,13531,,0.204
8,26,Directed,13532,,0.083
4,8,Directed,13533,,0.0365
8,13,Directed,13534,,0.0604
8,23,Directed,13535,,0.0478
3,8,Directed,13536,,0.0843
2,8,Directed,13537,,0.0866
5,8,Directed,13538,,0.0849
8,36,Directed,13539,,0.1093
8,16,Directed,13540,,0.0239
6,8,Directed,13541,,0.0683
8,35,Directed,13542,,0.0863
8,28,Directed,13543,,0.1099
8,30,Directed,13544,,0.0596
118,225,Directed,13545,,0.08
225,258,Directed,13546,,0.0757
182,225,Directed,13547,,0.0489
144,225,Directed,13548,,0.0895
216,225,Directed,13549,,0.0116
142,225,Directed,13550,,0.1062
169,201,Directed,13551,,0.0222
47,169,Directed,13552,,0.077
144,169,Directed,13553,,0.0416
169,263,Directed,13554,,0.0659
169,203,Directed,13555,,0.0232
169,183,Directed,13556,,0.012
142,216,Directed,13557,,0.1105
118,284,Directed,13558,,0.1142
284,311,Directed,13559,,0.0455
146,284,Directed,13560,,0.106
182,284,Directed,13561,,0.0904
284,299,Directed,13562,,0.0198
152,284,Directed,13563,,0.0958
162,284,Directed,13564,,0.0954
221,284,Directed,13565,,0.0535
284,306,Directed,13566,,0.0373
273,284,Directed,13567,,0.0158
284,286,Directed,13568,,0.028
284,300,Directed,13569,,0.0235
182,212,Directed,13570,,0.0743
152,212,Directed,13571,,0.04
162,212,Directed,13572,,0.0289
212,221,Directed,13573,,0.0164
131,212,Directed,13574,,0.0519
202,212,Directed,13575,,0.0082
229,274,Directed,13576,,0.0555
312,316,Directed,13577,,0.018
68,109,Directed,13578,,0.0259
68,147,Directed,13579,,0.0478
68,125,Directed,13580,,0.0323
68,80,Directed,13581,,0.0134
68,96,Directed,13582,,0.0223
91,92,Directed,13583,,0.008
125,221,Directed,13584,,0.0673
101,118,Directed,13585,,0.0722
101,255,Directed,13586,,0.1024
101,146,Directed,13587,,0.0189
101,112,Directed,13588,,0.0489
101,152,Directed,13589,,0.0392
101,162,Directed,13590,,0.0285
101,230,Directed,13591,,0.0807
101,179,Directed,13592,,0.0407
101,174,Directed,13593,,0.0372
101,221,Directed,13594,,0.0704
101,176,Directed,13595,,0.0657
95,101,Directed,13596,,0.0252
80,101,Directed,13597,,0.0198
101,129,Directed,13598,,0.012
327,329,Directed,13599,,0.0163
329,330,Directed,13600,,0.0784
328,329,Directed,13601,,0.007
118,256,Directed,13602,,0.0806
256,261,Directed,13603,,0.0528
182,256,Directed,13604,,0.0529
256,299,Directed,13605,,0.0563
152,256,Directed,13606,,0.0741
230,256,Directed,13607,,0.0335
176,256,Directed,13608,,0.0535
232,256,Directed,13609,,0.0218
256,296,Directed,13610,,0.0574
217,256,Directed,13611,,0.0245
256,292,Directed,13612,,0.0385
189,256,Directed,13613,,0.0444
240,256,Directed,13614,,0.0103
256,271,Directed,13615,,0.0208
256,267,Directed,13616,,0.0377
256,272,Directed,13617,,0.0122
182,189,Directed,13618,,0.0241
118,133,Directed,13619,,0.0412
133,258,Directed,13620,,0.1113
133,182,Directed,13621,,0.0373
133,152,Directed,13622,,0.0802
133,144,Directed,13623,,0.0821
133,140,Directed,13624,,0.0062
261,305,Directed,13625,,0.0905
305,311,Directed,13626,,0.0192
146,305,Directed,13627,,0.1353
182,305,Directed,13628,,0.1155
301,305,Directed,13629,,0.0055
248,318,Directed,13630,,0.2349
201,318,Directed,13631,,0.2421
316,318,Directed,13632,,0.0113
312,318,Directed,13633,,0.0272
182,239,Directed,13634,,0.0396
232,239,Directed,13635,,0.0118
216,239,Directed,13636,,0.0234
206,239,Directed,13637,,0.0247
202,204,Directed,13638,,0.0136
118,218,Directed,13639,,0.0693
146,218,Directed,13640,,0.0543
218,299,Directed,13641,,0.0735
152,218,Directed,13642,,0.042
162,218,Directed,13643,,0.0433
177,218,Directed,13644,,0.03
218,221,Directed,13645,,0.0062
204,218,Directed,13646,,0.0118
45,118,Directed,13647,,0.1602
45,201,Directed,13648,,0.0986
45,67,Directed,13649,,0.1266
45,47,Directed,13650,,0.0244
45,144,Directed,13651,,0.0712
45,65,Directed,13652,,0.0323
45,50,Directed,13653,,0.0187
45,46,Directed,13654,,0.0314
45,55,Directed,13655,,0.0299
45,58,Directed,13656,,0.0122
45,54,Directed,13657,,0.0086
118,128,Directed,13658,,0.0296
128,258,Directed,13659,,0.1214
128,182,Directed,13660,,0.0315
67,128,Directed,13661,,0.0321
128,152,Directed,13662,,0.0691
128,133,Directed,13663,,0.0116
128,142,Directed,13664,,0.1129
99,118,Directed,13665,,0.0149
67,99,Directed,13666,,0.0435
99,152,Directed,13667,,0.0354
99,167,Directed,13668,,0.0305
94,99,Directed,13669,,0.0121
201,251,Directed,13670,,0.0423
251,258,Directed,13671,,0.0314
197,251,Directed,13672,,0.0427
242,251,Directed,13673,,0.0104
118,260,Directed,13674,,0.0955
146,260,Directed,13675,,0.0815
147,260,Directed,13676,,0.0802
230,260,Directed,13677,,0.0226
179,260,Directed,13678,,0.0589
177,260,Directed,13679,,0.0592
221,260,Directed,13680,,0.0291
260,284,Directed,13681,,0.0245
260,273,Directed,13682,,0.0095
316,319,Directed,13683,,0.0133
318,319,Directed,13684,,0.0051
83,118,Directed,13685,,0.145
83,248,Directed,13686,,0.0927
83,201,Directed,13687,,0.0649
83,166,Directed,13688,,0.0681
47,83,Directed,13689,,0.0483
83,144,Directed,13690,,0.0343
65,83,Directed,13691,,0.0378
45,83,Directed,13692,,0.0393
59,83,Directed,13693,,0.0297
83,85,Directed,13694,,0.0211
58,83,Directed,13695,,0.0271
83,86,Directed,13696,,0.0098
83,104,Directed,13697,,0.0136
54,83,Directed,13698,,0.0307
83,97,Directed,13699,,0.0195
118,157,Directed,13700,,0.0592
152,157,Directed,13701,,0.0178
157,221,Directed,13702,,0.0426
141,157,Directed,13703,,0.0083
118,181,Directed,13704,,0.0907
181,261,Directed,13705,,0.0687
166,181,Directed,13706,,0.0094
181,258,Directed,13707,,0.0634
181,182,Directed,13708,,0.073
181,219,Directed,13709,,0.0593
144,181,Directed,13710,,0.0416
181,188,Directed,13711,,0.005
146,237,Directed,13712,,0.0704
162,237,Directed,13713,,0.0593
221,237,Directed,13714,,0.0197
118,198,Directed,13715,,0.0637
198,258,Directed,13716,,0.0845
182,198,Directed,13717,,0.0375
198,219,Directed,13718,,0.0915
152,198,Directed,13719,,0.0917
198,232,Directed,13720,,0.0453
172,198,Directed,13721,,0.0209
198,216,Directed,13722,,0.0159
198,206,Directed,13723,,0.021
142,198,Directed,13724,,0.0983
322,325,Directed,13725,,0.0061
118,143,Directed,13726,,0.0762
143,311,Directed,13727,,0.1479
143,299,Directed,13728,,0.1253
143,152,Directed,13729,,0.0364
143,162,Directed,13730,,0.014
